ai_request_id,user_id,plan_generated_at,horizon_days,goal_mode,gender,age,height_cm,diet_type,workout_location,target_workout_days_per_week,baseline_weight_kg,target_weight_change_kg,target_projected_weight_kg,target_calories_kcal,target_protein_g,target_carbs_g,target_fat_g,planned_diet_days,planned_unique_snacks,planned_workout_days,planned_exercises_per_train_day_avg,meal_logged_days,meal_logged_days_pct,meal_entry_count,actual_avg_calories,actual_avg_protein_g,actual_avg_carbs_g,actual_avg_fat_g,snack_variety_count,calorie_adherence_ratio,protein_adherence_ratio,workout_sessions,workout_minutes_total,workout_avg_minutes,workout_set_count,workout_unique_exercises,workout_volume_load_kg,strength_baseline_index,strength_final_index,strength_progress_pct,label_end_weight_kg,label_actual_weight_change_kg,label_actual_weekly_weight_change_kg,label_prediction_error_kg,label_strength_progress_pct,has_weight_label,has_strength_label
64,40,2026-04-04,14,maintain,female,55,160,mediterranean,gym,5,61,,,1708,110,207,49,14,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60.2,-0.8,-0.4,,,1,0
65,40,2026-04-04,14,maintain,female,55,160,mediterranean,gym,5,61,,,1708,110,207,49,14,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60.2,-0.8,-0.4,,,1,0
66,40,2026-04-04,14,maintain,female,55,160,mediterranean,gym,5,61,,,1708,110,207,49,14,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60.2,-0.8,-0.4,,,1,0
67,40,2026-04-04,14,maintain,female,55,160,mediterranean,gym,5,61,,,1800,130,175,60,12,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60.2,-0.8,-0.4,,,1,0
68,40,2026-04-04,14,maintain,female,55,160,mediterranean,gym,5,61,,,1800,130,175,60,12,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60.2,-0.8,-0.4,,,1,0
74,49,2026-04-04,14,maintain,unknown,,,mediterranean,gym,5,70,-0.09,69.91,1960,126,238,56,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,74.5,4.5,2.25,4.59,,1,0
75,40,2026-04-04,14,maintain,female,55,160,mediterranean,gym,5,61,-0.09,60.91,1708,110,207,49,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60.2,-0.8,-0.4,-0.71,,1,0
76,40,2026-04-04,14,maintain,female,55,160,mediterranean,gym,5,61,-0.06,60.94,1708,110,207,49,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60.2,-0.8,-0.4,-0.74,,1,0
77,1,2026-04-04,14,maintain,unknown,,172,unknown,unknown,3,74,-0.1,73.9,2072,133,252,59,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
78,3,2026-04-04,14,maintain,unknown,,178,unknown,unknown,3,69,-0.1,68.9,1932,124,235,55,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
79,15,2026-04-04,14,lose,male,21,190,mediterranean,home,4,131,-0.99,130.01,3144,220,330,105,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
80,16,2026-04-04,14,lose,male,21,190,mediterranean,gym,4,137,-0.99,136.01,3288,220,355,110,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
81,17,2026-04-04,14,lose,male,25,167,mediterranean,gym,4,91,-0.99,90.01,2184,164,218,73,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
82,18,2026-04-04,14,lose,other,21,190,mediterranean,both,3,128.5,-0.81,127.69,3084,220,319,103,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
83,19,2026-04-04,14,lose,female,29,165,mediterranean,home,1,68.2,-0.9,67.3,1637,123,163,55,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
84,20,2026-04-04,14,maintain,male,37,182,keto,gym,1,97,-0.1,96.9,2716,175,329,78,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
85,21,2026-04-04,14,maintain,female,24,170,paleo,both,1,59.4,-0.1,59.3,1663,107,201,48,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
86,22,2026-04-04,14,gain,male,42,176,vegan,home,2,88.6,0.45,89.05,2924,177,394,71,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
87,23,2026-04-04,14,lose,female,31,162,vegetarian,gym,2,74.1,-0.9,73.2,1778,133,179,59,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
88,24,2026-04-04,14,maintain,male,27,178,dash,both,2,81.3,-0.1,81.2,2276,146,277,65,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
89,25,2026-04-04,14,maintain,female,35,167,low-carb,home,3,66.8,-0.1,66.7,1870,120,228,53,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
90,26,2026-04-04,14,maintain,male,33,184,high-protein,gym,3,90.5,-0.09,90.41,2534,163,309,72,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
91,27,2026-04-04,14,lose,female,26,160,"intermittent fasting",both,3,54.7,-0.9,53.8,1400,98,151,45,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
92,28,2026-04-04,14,lose,male,39,173,whole30,home,4,78.4,-0.99,77.41,1882,141,188,63,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
93,29,2026-04-04,14,gain,female,28,169,"low fodmap",gym,4,72.9,0.63,73.53,2406,146,325,58,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
94,30,2026-04-04,14,gain,male,45,175,mediterranean,both,4,103.2,0.63,103.83,3406,206,420,83,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
95,31,2026-04-04,14,maintain,female,34,164,keto,home,5,63.5,-0.09,63.41,1778,114,216,51,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
96,32,2026-04-04,14,maintain,male,30,181,paleo,gym,5,85.1,-0.09,85.01,2383,153,290,68,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
97,33,2026-04-04,14,lose,female,41,158,vegan,both,5,69.6,-1.01,68.59,1670,125,167,56,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
98,34,2026-04-04,14,maintain,male,25,187,vegetarian,home,6,76.8,-0.09,76.71,2150,138,262,61,14,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
100,1,2026-04-04,14,maintain,unknown,,172,unknown,unknown,3,74,-0.07,73.93,2072,133,252,59,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
101,40,2026-04-04,14,maintain,female,55,160,mediterranean,gym,5,61,-0.35,59.85,1708,110,207,49,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60.2,-0.8,-0.4,-0.45,,1,0
102,3,2026-04-04,14,maintain,unknown,,178,unknown,unknown,3,69,-0.07,68.93,1932,124,235,55,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
103,15,2026-04-04,14,lose,male,21,190,mediterranean,home,4,131,-0.64,130.36,3144,220,330,105,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
104,16,2026-04-04,14,lose,male,21,190,mediterranean,gym,4,137,-0.64,136.36,3288,220,355,110,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
105,17,2026-04-04,14,lose,male,25,167,mediterranean,gym,4,91,-0.64,90.36,2184,164,218,73,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
106,18,2026-04-04,14,lose,other,21,190,mediterranean,both,3,128.5,-0.53,127.97,3084,220,319,103,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
107,19,2026-04-04,14,lose,female,29,165,mediterranean,home,1,68.2,-0.58,67.62,1637,123,163,55,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
108,20,2026-04-04,14,maintain,male,37,182,keto,gym,1,97,-0.07,96.93,2716,175,329,78,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
109,21,2026-04-04,14,maintain,female,24,170,paleo,both,1,59.4,-0.06,59.34,1663,107,201,48,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
110,22,2026-04-04,14,gain,male,42,176,vegan,home,2,88.6,0.29,88.89,2924,177,394,71,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
111,23,2026-04-04,14,lose,female,31,162,vegetarian,gym,2,74.1,-0.59,73.51,1778,133,179,59,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
112,24,2026-04-04,14,maintain,male,27,178,dash,both,2,81.3,-0.07,81.23,2276,146,277,65,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
113,25,2026-04-04,14,maintain,female,35,167,low-carb,home,3,66.8,-0.07,66.73,1870,120,228,53,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
114,26,2026-04-04,14,maintain,male,33,184,high-protein,gym,3,90.5,-0.06,90.44,2534,163,309,72,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
115,27,2026-04-04,14,lose,female,26,160,"intermittent fasting",both,3,54.7,-0.58,54.12,1400,98,151,45,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
116,28,2026-04-04,14,lose,male,39,173,whole30,home,4,78.4,-0.64,77.76,1882,141,188,63,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
117,29,2026-04-04,14,gain,female,28,169,"low fodmap",gym,4,72.9,0.41,73.31,2406,146,325,58,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
118,30,2026-04-04,14,gain,male,45,175,mediterranean,both,4,103.2,0.41,103.61,3406,206,420,83,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
119,31,2026-04-04,14,maintain,female,34,164,keto,home,5,63.5,-0.06,63.44,1778,114,216,51,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
120,32,2026-04-04,14,maintain,male,30,181,paleo,gym,5,85.1,-0.06,85.04,2383,153,290,68,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
123,1,2026-04-05,14,maintain,unknown,,172,unknown,unknown,3,74,-0.08,73.92,2072,133,252,59,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
124,3,2026-04-05,14,maintain,unknown,,178,unknown,unknown,3,69,-0.08,68.92,1932,124,235,55,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
125,15,2026-04-05,14,lose,male,21,190,mediterranean,home,4,131,-0.77,130.23,3144,220,330,105,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
126,16,2026-04-05,14,lose,male,21,190,mediterranean,gym,4,137,-0.77,136.23,3288,220,355,110,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
127,17,2026-04-05,14,lose,male,25,167,mediterranean,gym,4,91,-0.77,90.23,2184,164,218,73,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
128,18,2026-04-05,14,lose,other,21,190,mediterranean,both,3,128.5,-0.62,127.88,3084,220,319,103,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
129,19,2026-04-05,14,lose,female,29,165,mediterranean,home,1,68.2,-0.7,67.5,1637,123,163,55,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
130,20,2026-04-05,14,maintain,male,37,182,keto,gym,1,97,-0.08,96.92,1800,130,175,60,14,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
131,21,2026-04-05,14,maintain,female,24,170,paleo,both,1,59.4,-0.08,59.32,1663,107,201,48,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
132,22,2026-04-05,14,gain,male,42,176,vegan,home,2,88.6,0.35,88.95,2924,177,394,71,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
133,23,2026-04-05,14,lose,female,31,162,vegetarian,gym,2,74.1,-0.69,73.41,1778,133,179,59,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
134,24,2026-04-05,14,maintain,male,27,178,dash,both,2,81.3,-0.08,81.22,2276,146,277,65,14,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
135,25,2026-04-05,14,maintain,female,35,167,low-carb,home,3,66.8,-0.08,66.72,1870,120,228,53,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
136,26,2026-04-05,14,maintain,male,33,184,high-protein,gym,3,90.5,-0.07,90.43,2534,163,309,72,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
137,27,2026-04-05,14,lose,female,26,160,"intermittent fasting",both,3,54.7,-0.7,54,1400,98,151,45,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
138,28,2026-04-05,14,lose,male,39,173,whole30,home,4,78.4,-0.77,77.63,1882,141,188,63,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
139,29,2026-04-05,14,gain,female,28,169,"low fodmap",gym,4,72.9,0.49,73.39,2406,146,325,58,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
140,30,2026-04-05,14,gain,male,45,175,mediterranean,both,4,103.2,0.49,103.69,3406,206,420,83,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
141,31,2026-04-05,14,maintain,female,34,164,keto,home,5,63.5,-0.07,63.43,1778,114,216,51,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
142,32,2026-04-05,14,maintain,male,30,181,paleo,gym,5,85.1,-0.07,85.03,2383,153,290,68,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
143,33,2026-04-05,14,lose,female,41,158,vegan,both,5,69.6,-0.66,68.94,1670,125,167,56,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
144,34,2026-04-05,14,maintain,male,25,187,vegetarian,home,6,76.8,-0.06,76.74,2150,138,262,61,14,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
145,35,2026-04-05,14,maintain,female,38,171,dash,gym,6,82.2,-0.09,82.11,2302,148,279,66,14,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
146,36,2026-04-05,14,maintain,male,29,177,low-carb,both,6,70.4,-0.09,70.31,1971,127,240,56,14,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
147,37,2026-04-05,14,gain,female,32,166,high-protein,home,7,60.8,0.63,61.43,2006,122,269,49,14,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
148,38,2026-04-05,14,lose,male,36,179,"intermittent fasting",gym,7,95.7,-0.99,94.71,2297,172,229,77,14,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
149,39,2026-04-05,14,gain,female,27,163,whole30,both,7,57.6,0.63,58.23,1901,115,257,46,14,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
150,41,2026-04-05,14,maintain,unknown,,,balanced,both,4,70,-0.09,69.91,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
151,42,2026-04-05,14,maintain,unknown,,,balanced,both,4,70,-0.09,69.91,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
152,43,2026-04-05,14,maintain,unknown,,,balanced,both,4,70,-0.09,69.91,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
153,44,2026-04-05,14,maintain,unknown,,,balanced,both,4,70,-0.09,69.91,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
154,45,2026-04-05,14,maintain,unknown,,,balanced,both,4,70,-0.09,69.91,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
155,46,2026-04-05,14,maintain,unknown,,,mediterranean,gym,5,70,-0.09,69.91,1960,126,238,56,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
156,47,2026-04-05,14,maintain,unknown,,,mediterranean,gym,5,70,-0.09,69.91,1960,126,238,56,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
157,48,2026-04-05,14,maintain,unknown,,,mediterranean,gym,5,70,-0.09,69.91,1960,126,238,56,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
158,50,2026-04-05,14,maintain,unknown,,,mediterranean,gym,5,70,-0.09,69.91,1960,126,238,56,14,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
159,1,2026-04-05,14,maintain,unknown,,,unknown,unknown,,74,-0.07,73.93,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
160,1,2026-04-05,21,maintain,unknown,,,unknown,unknown,,74,-0.11,73.89,1960,126,238,56,21,21,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
161,1,2026-04-05,28,maintain,unknown,,,unknown,unknown,,74,-0.15,73.85,1960,126,238,56,28,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
162,2,2026-04-05,14,maintain,unknown,,,unknown,unknown,,81,-0.09,80.91,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
163,2,2026-04-05,21,maintain,unknown,,,unknown,unknown,,81,-0.09,80.91,1960,126,238,56,21,21,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
164,2,2026-04-05,28,maintain,unknown,,,unknown,unknown,,81,-0.14,80.86,1960,126,238,56,28,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
165,3,2026-04-05,14,maintain,unknown,,,unknown,unknown,,69,-0.07,68.93,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
166,3,2026-04-05,21,maintain,unknown,,,unknown,unknown,,69,-0.11,68.89,1960,126,238,56,21,21,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
167,3,2026-04-05,28,maintain,unknown,,,unknown,unknown,,69,-0.15,68.85,1960,126,238,56,28,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
168,4,2026-04-05,14,maintain,unknown,,,unknown,unknown,,76,-0.1,75.9,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
169,4,2026-04-05,21,maintain,unknown,,,unknown,unknown,,76,-0.1,75.9,1960,126,238,56,21,21,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
170,4,2026-04-05,28,maintain,unknown,,,unknown,unknown,,76,-0.15,75.85,1960,126,238,56,28,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
171,5,2026-04-05,14,maintain,unknown,,,unknown,unknown,,83,-0.1,82.9,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
172,5,2026-04-05,21,maintain,unknown,,,unknown,unknown,,83,-0.1,82.9,1960,126,238,56,21,21,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
173,5,2026-04-05,28,maintain,unknown,,,unknown,unknown,,83,-0.15,82.85,1960,126,238,56,28,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
174,6,2026-04-05,14,maintain,unknown,,,unknown,unknown,,71,-0.09,70.91,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
175,6,2026-04-05,21,maintain,unknown,,,unknown,unknown,,71,-0.09,70.91,1960,126,238,56,21,21,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
176,6,2026-04-05,28,maintain,unknown,,,unknown,unknown,,71,-0.14,70.86,1960,126,238,56,28,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
177,7,2026-04-05,14,maintain,unknown,,,unknown,unknown,,78,-0.1,77.9,1960,126,238,56,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
178,7,2026-04-05,21,maintain,unknown,,,unknown,unknown,,78,-0.1,77.9,1960,126,238,56,21,21,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
179,7,2026-04-05,28,maintain,unknown,,,unknown,unknown,,78,-0.15,77.85,1960,126,238,56,28,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0
